"source_code","source_vocabulary","frequency","source_concept_class","source_name","validity","standard_code","standard_name","standard_vocabulary","mapping_resource"
"2267193","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2267490","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2267557","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2268282","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2269553","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2270379","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2271443","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2271831","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2273753","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2274330","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2274462","CNK",1,NA,"Visipaque 320 mg I/ml inj. opl. i.arter./i.cavern./i.thec./i.v. flac.",NA,"V08AB09",NA,"ATC(Non-Standard)",NA
"2274702","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2274843","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2275469","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2275899","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2277093","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2277697","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2279958","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2280774","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2280915","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2282010","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2282077","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2282531","CNK",1,NA,"Hartmann + Glucose 5 % w/v Viaflo  inf. opl. i.v.",NA,"B05BB02",NA,"ATC(Non-Standard)",NA
"2285351","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2290385","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2290757","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2293751","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2304970","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2305084","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2305100","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2307197","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2307551","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2307593","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2308153","CNK",1,NA,"Myocet Liposomal 50 mg inf. disp. (pdr. + disp. + oplosm., conc.) i.v. flac.",NA,"L01DB01",NA,"ATC(Non-Standard)",NA
"2309805","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2312239","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2313385","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2314029","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2314201","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2317196","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2317709","CNK",1,NA,"Aubeline 270 mg harde caps.",NA,"V03AX",NA,"ATC(Non-Standard)",NA
"2318046","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2319168","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2320281","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2320489","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2320505","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2320588","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2320596","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2322576","CNK",1,NA,"Carbosin 600 mg inf. opl. (conc.) i.v. flac.",NA,"L01XA02",NA,"ATC(Non-Standard)",NA
"2322592","CNK",1,NA,"Pamidrin 3 mg/ml inf. opl. (conc.) i.v. flac.",NA,"M05BA03",NA,"ATC(Non-Standard)",NA
"2324176","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2324184","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2325884","CNK",1,NA,"Eloxatin 5 mg/ml inf. opl. (conc.) i.v. flac.",NA,"L01XA03",NA,"ATC(Non-Standard)",NA
"2326007","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2326569","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2327740","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2329332","CNK",1,NA,NA,NA,NA,NA,NA,NA
"233.0","ICD10",1,NA,NA,NA,NA,NA,NA,NA
"2330322","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2330579","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2332732","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2332831","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2333136","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2334092","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2334126","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2334142","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2335453","CNK",1,NA,"Orfadin 10 mg harde caps.",NA,"A16AX04",NA,"ATC(Non-Standard)",NA
"2336006","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2336030","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2336055","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2336295","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2336717","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2336790","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2337327","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2337954","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2338085","CNK",1,NA,"Ondansetron Mylan 2 mg/ml inj./inf. opl. i.v./i.m. amp.",NA,"A04AA01",NA,"ATC(Non-Standard)",NA
"2338374","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2338531","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2338580","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2338820","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2339042","CNK",1,NA,"DepoCyte 50 mg inj. susp. i.thec. flac.",NA,"L01BC01",NA,"ATC(Non-Standard)",NA
"2339828","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2339877","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2339919","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2339950","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2340057","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2340107","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2340214","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2340586","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2341329","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2341352","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2341428","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2342269","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2342277","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2343770","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2343994","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2344075","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2344281","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2344331","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2344471","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2344588","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2346427","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2346484","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2346591","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2348050","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2348092","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2349991","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2353399","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2356897","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2356905","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2356947","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2357044","CNK",1,NA,"Antithrombine III-Concentraat Baxalta 1000 IE inj./inf. opl. (pdr. + oplosm.) i.v. flac.",NA,"B01AB02",NA,"ATC(Non-Standard)",NA
"2357432","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2357457","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2363596","CNK",1,NA,"Valproate Mylan 100 mg/ml inj. opl. i.v. amp._Valproate Viatris 100 mg/ml inj. opl. i.v. amp.",NA,"N03AG01",NA,"ATC(Non-Standard)",NA
"2363646","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2368017","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2368298","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2368306","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2369395","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2369833","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2369841","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2369916","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2370153","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2371227","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2371599","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2371649","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2372324","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2372605","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2373033","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2373470","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2373694","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2373702","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2373744","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2374270","CNK",1,NA,"Paclitaxel Hospira 6 mg/ml inf. opl. (conc.) i.v. flac.",NA,"L01CD01",NA,"ATC(Non-Standard)",NA
"2374734","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2374817","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2374965","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2375806","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2376929","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2380525","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2380889","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2380962","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2381002","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2381010","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2382679","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2384295","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2387629","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2387975","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2388015","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2388080","CNK",1,NA,"Kefurox 750 Bouchons Stelmi 750 mg inj./inf. opl. (pdr.) i.m./i.v. flac.",NA,"J01DC02",NA,"ATC(Non-Standard)",NA
"2388254","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2388494","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2389120","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2389260","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2390284","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2391308","CNK",1,NA,"Risperdal 2 mg filmomh. tabl.",NA,"N05AX08",NA,"ATC(Non-Standard)",NA
"2391316","CNK",1,NA,"Risperdal 3 mg filmomh. tabl.",NA,"N05AX08",NA,"ATC(Non-Standard)",NA
"2391597","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2391654","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2391662","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2391951","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2392686","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2393080","CNK",1,NA,"Xenetix 350 350 mg I/ml inj. opl. i.v./i.arter./i.card.",NA,"V08AB11",NA,"ATC(Non-Standard)",NA
"2393098","CNK",1,NA,"Xenetix 350 350 mg I/ml inj. opl. i.v./i.arter./i.card.",NA,"V08AB11",NA,"ATC(Non-Standard)",NA
"2393619","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2394674","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2395606","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2396075","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2396976","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2397313","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2398121","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2398220","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2398246","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2398303","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2398824","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2398949","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2399020","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2399632","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2400315","CNK",1,NA,"Pulmolast 1000 mg inf. opl. (pdr. + oplosm.) i.v. flac.",NA,"B02AB02",NA,"ATC(Non-Standard)",NA
"2401602","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2403376","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2403533","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2403541","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2404515","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2404523","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2404531","CNK",1,NA,"Paclitaxel EG 6 mg/ml inf. opl. (conc.) i.v. flac.",NA,"L01CD01",NA,"ATC(Non-Standard)",NA
"2404556","CNK",1,NA,"Paclitaxel EG 6 mg/ml inf. opl. (conc.) i.v. flac.",NA,"L01CD01",NA,"ATC(Non-Standard)",NA
"2404580","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2404739","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2405207","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2405215","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2405264","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2407278","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2407294","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2407674","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2407997","CNK",1,NA,"Sprycel 50 mg filmomh. tabl.",NA,"L01EA02",NA,"ATC(Non-Standard)",NA
"2408169","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2408193","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2408326","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2408433","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2408466","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2408490","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2408920","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2409027","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2409183","CNK",1,NA,NA,NA,NA,NA,NA,NA
"241.0","ICD10",1,NA,NA,NA,NA,NA,NA,NA
"2410504","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2411106","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2412203","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2413052","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2413730","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2413763","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2413854","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2414365","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2415172","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2415909","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2417111","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2417194","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2419588","CNK",1,NA,NA,NA,NA,NA,NA,NA
"242.91","ICD10",1,NA,NA,NA,NA,NA,NA,NA
"2422053","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2422103","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2424943","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2425270","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2425346","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2425353","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2426369","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2426948","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2427102","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2428456","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2428662","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2428688","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2430486","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2430585","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2430841","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2433274","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2433563","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2434504","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2434892","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2434900","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2435741","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2437838","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2438687","CNK",1,NA,"Propofol 1 % Fresenius inj./inf. emuls. i.v. amp.",NA,"N01AX10",NA,"ATC(Non-Standard)",NA
"2438794","CNK",1,NA,NA,NA,NA,NA,NA,NA
"244.0","ICD10",1,NA,NA,NA,NA,NA,NA,NA
"2440089","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2441368","CNK",1,NA,"Increlex 10 mg/ml inj. opl. s.c. flac.",NA,"H01AC03",NA,"ATC(Non-Standard)",NA
"2441772","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2442093","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2442929","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2443224","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2444453","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2445047","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2445104","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2446839","CNK",1,NA,"BeneFIX 500 IE inj. opl. (pdr. + oplosm.) i.v. voorgev. spuit flac.",NA,"B02BD04",NA,"ATC(Non-Standard)",NA
"2446854","CNK",1,NA,"BeneFIX 1000 IE inj. opl. (pdr. + oplosm.) i.v. voorgev. spuit flac.",NA,"B02BD04",NA,"ATC(Non-Standard)",NA
"2447019","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2447183","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2447209","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2447449","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2447522","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2448082","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2448777","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2449775","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2449791","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2450666","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2450732","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2450906","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2451276","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2452563","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2453751","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2454502","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2454643","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2454759","CNK",1,NA,"Doxorubicine Sandoz 2 mg/ml inf. opl. (conc.) i.v. flac.",NA,"L01DB01",NA,"ATC(Non-Standard)",NA
"2454767","CNK",1,NA,"Doxorubicine Sandoz 2 mg/ml inf. opl. (conc.) i.v. flac.",NA,"L01DB01",NA,"ATC(Non-Standard)",NA
"2454890","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2456440","CNK",1,NA,"Fostimon 75 IE inj. opl. (pdr. + oplosm.) s.c./i.m. amp. flac._Fostimon Kit 75 IE inj. opl. (pdr. + oplosm.) s.c. voorgev. spuit flac.",NA,"G03GA04",NA,"ATC(Non-Standard)",NA
"2458073","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2459295","CNK",1,NA,NA,NA,NA,NA,NA,NA
"246.2","ICD10",1,NA,NA,NA,NA,NA,NA,NA
"246.8","ICD10",1,NA,NA,NA,NA,NA,NA,NA
"246.9","ICD10",1,NA,NA,NA,NA,NA,NA,NA
"2460053","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2461796","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2462190","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2463446","CNK",1,NA,"Diflucan 2 mg/ml inf. opl. i.v.",NA,"J02AC01",NA,"ATC(Non-Standard)",NA
"2467819","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2468361","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2468411","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2468619","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2468965","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2469153","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2472025","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2472405","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2474765","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2474815","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2474856","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2476174","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2476216","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2476265","CNK",1,NA,"Elaprase 2 mg/ml inf. opl. (conc.) i.v. flac.",NA,"A16AB09",NA,"ATC(Non-Standard)",NA
"2476406","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2476729","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2478808","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2479012","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2479848","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2479921","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2480093","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2480192","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2480861","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2481133","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2481778","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2481802","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2481901","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2481927","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2481992","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2482016","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2482636","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2482792","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2483055","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2483444","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2487007","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2487189","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2487734","CNK",1,NA,"Vectibix 20 mg/ml inf. opl. (conc.) i.v. flac.",NA,"L01FE02",NA,"ATC(Non-Standard)",NA
"2488708","CNK",1,NA,"Fluconazole Redibag 2 mg/ml inf. opl. i.v.",NA,"J02AC01",NA,"ATC(Non-Standard)",NA
"2488963","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2489276","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2489284","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2489458","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2489870","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2490241","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2490563","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2491041","CNK",1,NA,"Paclitaxel Sandoz 6 mg/ml inf. opl. (conc.) i.v. flac.",NA,"L01CD01",NA,"ATC(Non-Standard)",NA
"2491371","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2491454","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2491546","CNK",1,NA,"Spozole 100 mg harde caps.",NA,"J02AC02",NA,"ATC(Non-Standard)",NA
"2492379","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2492916","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2493328","CNK",1,NA,"Campto 20 mg/ml inf. opl. (conc.) i.v. flac.",NA,"L01CE",NA,"ATC(Non-Standard)",NA
"2493591","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2493872","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2494284","CNK",1,NA,"Optimark 500 µmol/ml inj. opl. i.v. flac.",NA,"V08CA06",NA,"ATC(Non-Standard)",NA
"2494318","CNK",1,NA,"Optimark 500 µmol/ml inj. opl. i.v. flac.",NA,"V08CA06",NA,"ATC(Non-Standard)",NA
"2495893","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2498756","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2499889","CNK",1,NA,NA,NA,NA,NA,NA,NA
"250.4","ICD10",1,NA,NA,NA,NA,NA,NA,NA
"250.7","ICD10",1,NA,NA,NA,NA,NA,NA,NA
"250.8","ICD10",1,NA,NA,NA,NA,NA,NA,NA
"250.9","ICD10",1,NA,NA,NA,NA,NA,NA,NA
"2500544","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2502425","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2503928","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2505329","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2505345","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2506699","CNK",1,NA,"Etoposid Sandoz 20 mg/ml inf. opl. (conc.) i.v. flac.",NA,"L01CB01",NA,"ATC(Non-Standard)",NA
"2506970","CNK",1,NA,NA,NA,NA,NA,NA,NA
"251.1","ICD10",1,NA,NA,NA,NA,NA,NA,NA
"2510220","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2510253","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2511814","CNK",1,NA,"Omic Ocas 0,4 mg (Impexeco) tabl. verl. afgifte",NA,"G04CA02",NA,"ATC(Non-Standard)",NA
"2512416","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2513000","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2513810","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2515237","CNK",1,NA,NA,NA,NA,NA,NA,NA
"25184A.P","MEDIDOC",1,NA,"ANF pleuravocht",NA,NA,NA,NA,NA
"2518934","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2518959","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2518991","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2519122","CNK",1,NA,NA,NA,NA,NA,NA,NA
"25192A.R","MEDIDOC",1,NA,"Herpes simplex virus DNA in BAL",NA,NA,NA,NA,NA
"2519643","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2519858","CNK",1,NA,NA,NA,NA,NA,NA,NA
"2519908","CNK",1,NA,NA,NA,NA,NA,NA,NA
